XID,How Long do you stay here,Project name,Review
R330371,1 Year,Coco County,"Pros:
*good airy ventilation structure
*12 flat on each floor, 6 lift, each tower portion equally divided
*beautiful club and swimming pool
* 3 side open, hence no nearby building
* Easy maintenance and Mivan based building structure

Cons:
*compact sized 3bhk
* no public transportation nearby, only private cab, private cars, auto
*10 to 15 min drive away from big shopping malls
* restaurants 10 to 15 min drive away, but food delivery options available"
R330371,1 Year,Coco County,"Great Project. Quality of Construction is Very Good.

Good size of 3BHK and very practical for a family."
R330371,1 Year,Coco County,"In block B No sun i winter and partial sun in summer.... and full electricity problem.

During chaat they play music on full volume since early in morning don't know if they wanna worship or harras other residents...no order in society by few in considerate residents."
R330371,1 Year,Coco County,"I have been staying in coco county since december 2023.
My experience in terms of maintenance and other services is good.
CLUB is highly maintained with gym and swimming pool.
Indoor play area is properly maintained.

Small commercial area with all shops like kirana shop,dairy shop,pharmacy,on call doctor,gift shop,restaurant,aata chakki are there and they get 99% of the routine things done.
2 good quality Unisex saloon are there.

Park,parking and outside area is neatly maintained.

There was some issue of electricity in initial 2-3 months.
Because of some technical glitch.

But it has been solved and also there is a back up and me personally have not faced any issue.

Blinkit and zomato works.
Nearby doctors and other requirements including hospital is there.

ONLY NEGATIVE IS-
Compact size 3 bhk....
But if you have a small family 3-4 person
Can easily manage.

Construction quality- GOOD👍

LIKE ANY OTHER PLACE....SMALL ISSUE HAPPEN EVERYWHERE.

MY EXPERIENCE with county group.
In terms of all White payment.... Registry process was smooth.

I haven't paid a single penny in cash.

So DECENT EXPERIENCE."
R330371,1 Year,Coco County,"Premium Society

Everything from the starting entrance and Rooms are Epic 😁😁.

Swimming Pool was just like a Wow
Gyms / Puja Mandir everything.

Only issue with The Location 😕 - It's good but in totally Side 🙂🙂/ Not safety during nights especially for girls and all if working or self travel"
R330371,1 Year,Coco County,"Highly unprofessional team. no one cares about investors queries specially after all dues in account, specially their finance and CS team. Invest only if you have ample time to visit the site for small inquiries.Such a painful experience of my investment"
R330371,1 Year,Coco County,"Builders and brokers are creating hype in Noida. Government should check these things. They are playing with middle class money. They put out of stock and brokers sell on high resale prices. In pre launch suppose 6k sq feet and every 3 months they revised the prices, in construction phase 10k,15k then resale. Trapping the peoples. Don’t trust Noida builders.In Noida extension, metro didn’t even started and they increased price like anything.adding luxury and ultra Luxury fancy words to make innocent people’s fool."
R330371,1 Year,Coco County,"As usual, quality product delivered from county group. All facilities like maintenance, tower receptions etc are better than any other same tier society.
Overall a good investment for future as the area is already planned to be developed soon."
R330371,1 Year,Coco County,"Builder is reputed but society have 3bhk room size 10x10, not good but still good for budget. County group is best for its construction quality. And design of society some more famous project is Orange county, County107, Cherry county, and some more projects in noida, noida extenstion and some project in ghaziabad indirapuram."
R330371,1 Year,Coco County,"So much Fraud going here. Asking appx 40-50% in cash. Be safe and don't fall in the trap.
Builders and brokers are creating FOMO in this sector. Beware..!!"
R330371,1 Year,Coco County,Construction quality is good but layout very bad and maintenance not good as per County group compared to other projects. Dheele log bitha rakhe hain maintenence main Saare.
R330371,1 Year,Coco County,Extreme compact flats with 10*10 sq ft layout is not so good for family. Rates are too high acc to locality. no population nearby no shops even roads are also not developed.
R330371,1 Year,Coco County,Club is maintained by County group that is only good thing here. Maintenance is not able to take appropriate decision and always influenced by some residents which is going to deteriorate the County group reputation.
R330371,1 Year,Coco County,"Extremely compact apartment Located in Sector 10(Affordable housing sector) This was supposed to be the part of Affordable housing scheme but 99% apartments were sold to Investors and these investors are asking upto 88lac for the apartment which has carpet area of 639sq feet only.

What's the point of launching as an affordable house if these builders are going to sell the entire society to investors instead of common people. This isn't the only property in this sector, it's the case of all the properties in sector 10, arihant, ATS all are mostly on resale by investors who are asking over 80lac for these compact apartments."
